SYMBOL	TRANSCRIPT	COHORT	CANCER_TYPE	MUTATIONS	SAMPLES_COHORT	ALL_METHODS	SIG_METHODS	QVALUE_COMBINATION	QVALUE_CGC_COMBINATION	RANKING	TIER	ROLE	CGC_GENE	TIER_CGC	CGC_CANCER_GENE	SIGNATURE9	SIGNATURE10	WARNING_EXPRESSION	WARNING_GERMLINE	SAMPLES_3MUTS	OR_WARNING	WARNING_ARTIFACT	KNOWN_ARTIFACT	NUM_PAPERS	WARNING_ENSEMBL_TRANSCRIPTS	DRIVER	FILTER
CUX2	ENST00000261726	PEDCBIOP_WXS_NBL_PRY	NBL	2.0	47	oncodrivefml	combination	0.0923235626637113		8.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
CWF19L2	ENST00000282251	TCGA_WXS_LUSC	LUSC	15.0	472	hotmaps	combination	0.2368821081593192		92.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CWH43	ENST00000226432	CBIOP_WXS_CM_VALLEN_2018	MEL	21.0	151	mutpanning	combination	0.0189606249352823		34.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CXCL12	ENST00000343575	ICGC_WXS_HCC_LINC_JP_2019	HCC	2.0	213	oncodrivefml	combination	0.002783864653639		114.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	9.0	False	False	No driver
CXCR2	ENST00000318507	TCGA_WXS_ESCA	ESCA	4.0	182	dndscv	combination	3.634967263008847e-05		79.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	8.0	False	False	No driver
CXCR4	ENST00000241393	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	3.0	121	oncodrivefml	combination	0.0029251252024359	0.0021337321414383	127.0	2	LoF	True	1.0	False	0.3333333333333333	0.0	False	False	0.0	False	False	False	42.0	False	True	PASS
CXCR4	ENST00000241393	ICGC_WGS_MLYM_MALY_DE_AD_2019	MLYM	4.0	116	oncodrivefml,mutpanning	combination	1.898759769232105e-05	1.638351579668985e-05	31.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	42.0	False	True	PASS
CXCR4	ENST00000241393	ICGC_WXS_PAAD_PACA_AU_2019	PAAD	2.0	134	dndscv	combination	0.0285880155231207	0.1900765695718306	120.0	2	Act	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	42.0	False	True	PASS
CXCR4	ENST00000241393	CBIOP_WXS_MM_BROAD_TREAT	PCM	2.0	98	oncodrivefml,cbase	combination	0.0064557193081039	0.0205709401725385	111.0	2	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	42.0	False	True	PASS
CXCR5	ENST00000292174	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	6.0	121	cbase	cbase	3.1354081493416505e-05		131.0	3	LoF	False		False	0.1666666666666666	0.0	False	False	1.0	False	False	False	1.0	False	False	No driver
CXXC1	ENST00000285106	TARGET_WXS_OS_2020	OS	2.0	97	oncodrivefml,cbase	combination	0.0005444106693932		26.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
CXorf51B	ENST00000438525	ICGC_WXS_HCC_LICA_CN_VARSCAN_2019	HCC	4.0	175	oncodriveclustl	oncodriveclustl	0.0021796248987178		136.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYBB	ENST00000378588	CBIOP_WXS_ANGS_UNTREAT_2020	ANGS	3.0	34	dndscv,smregions	smregions	1.3763067859137154e-06		52.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	8.0	False	False	No driver
CYBB	ENST00000378588	CBIOP_WXS_BCC_UNIGE_2016_UNTREAT	BCC	12.0	76	cbase	combination	0.0018559087848573		224.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	8.0	False	False	No driver
CYFIP2	ENST00000620254	TCGA_WXS_ACC	ACC	2.0	91	oncodrivefml	combination	0.0040952113051872		21.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
CYFIP2	ENST00000620254	PEDCBIOP_WXS_HGG_PRY	HGGNOS	2.0	106	oncodrivefml,cbase	combination	0.0025486221537291		84.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
CYFIP2	ENST00000620254	OTHER_WGS_PBCA_DE_MB	MBL	2.0	148	oncodrivefml,cbase	combination	0.0086962607808049		27.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
CYLC1	ENST00000329312	HARTWIG_WGS_EGC_2023	EGC	3.0	21	dndscv	combination	0.0011288569135511		56.0	3	Act	False		False	0.3333333333333333	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC1	ENST00000329312	PCAWG_WGS_ESO_ADENOCA	ESCA	7.0	97	dndscv	combination	0.0519501189982739		146.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC1	ENST00000329312	TCGA_WXS_ESCA	ESCA	8.0	182	dndscv,cbase	combination	0.0001420439122564		24.0	1	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC1	ENST00000329312	TCGA_WXS_LGGNOS	LGGNOS	8.0	510	dndscv	combination	0.0659742865905076		128.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC1	ENST00000329312	CPTAC_WXS_LUSC_2020	LUSC	7.0	108	oncodrivefml,cbase	oncodrivefml	1.51240637867088e-06		23.0	1	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC1	ENST00000329312	PEDCBIOP_WXS_MBL_SHH_PRY	MBL	2.0	41	oncodrivefml	combination	0.1387712113842001		28.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC2	ENST00000374798	CBIOP_WXS_CSCC_UCSF_2018	CSCC	11.0	83	oncodrivefml,dndscv	combination	0.0049070141144555		63.0	3	LoF	False		False	0.0	0.0	True	False	1.0	False	False	False	0.0	False	False	No driver
CYLC2	ENST00000374798	OTHER_WXS_SCC_NATCOM2018	CSCC	14.0	38	dndscv	dndscv	0.0036641670533444		70.0	3	Act	False		False	0.0	0.0	True	False	1.0	False	False	False	0.0	False	False	No driver
CYLC2	ENST00000374798	CPTAC_WXS_LUAD_2020	LUAD	3.0	110	oncodriveclustl	combination	0.1081235636697141		103.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC2	ENST00000374798	ICGC_WGS_MEL_MELA_AU_2019	MEL	7.0	75	dndscv	combination	0.0114882561353265		127.0	3	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLC2	ENST00000374798	HARTWIG_WGS_SARCNOS_2023	SARCNOS	2.0	50	oncodrivefml,dndscv,cbase	combination	0.000291091934345		45.0	3	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYLD	ENST00000427738	HARTWIG_WGS_BLCA_2023	BLCA	13.0	144	mutpanning	combination	0.0009136959779494	0.0001573196322345	30.0	2	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	HARTWIG_WGS_BRCA_2023	BRCA	16.0	826	mutpanning	mutpanning	1.8998503771377385e-06	1.060415527200872e-07	32.0	1	ambiguous	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	HARTWIG_WGS_COADREAD_2023	COADREAD	34.0	528	mutpanning	mutpanning	0.0169664645988788	0.0058487039181058	113.0	2	Act	True	1.0	False	0.0	0.1111111111111111	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	TCGA_WXS_HNSC	HNSC	11.0	502	cbase,mutpanning	cbase,mutpanning	0.003535186444845	0.0002493093808593	32.0	2	LoF	True	1.0	True	0.0	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	OTHER_WXS_NPC_NATCOM2017	NPC	12.0	103	oncodrivefml,oncodriveclustl,dndscv,cbase,mutpanning	oncodrivefml,oncodriveclustl,dndscv,cbase,mutpanning	3.318531099825474e-26	1.327047365001716e-26	1.0	1	LoF	True	1.0	False	0.1111111111111111	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	HARTWIG_WGS_NSCLC_2023	NSCLC	17.0	510	oncodrivefml,mutpanning	mutpanning	4.045946107287984e-05	2.28264106334357e-06	25.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	OTHER_WGS_MM_NATLEUK2018	PCM	33.0	933	oncodrivefml,dndscv,cbase,mutpanning	oncodrivefml,dndscv,cbase,mutpanning	1.42839680184675e-15	1.1819981502960419e-16	15.0	1	LoF	True	1.0	False	0.037037037037037	0.0	False	False	1.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	HARTWIG_WGS_PLMESO_2023	PLMESO	4.0	42	oncodrivefml,dndscv	combination	0.4222360581080313	0.9940057040987128	5.0	4	ambiguous	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False		False	False	No driver
CYLD	ENST00000427738	HARTWIG_WGS_PROSTATE_2023	PROSTATE	12.0	416	mutpanning	combination	0.0047089281647478	0.0010236856014105	31.0	2	Act	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	HARTWIG_WGS_RCC_2023	RCC	5.0	133	oncodrivefml,dndscv	combination	0.002293447760594	0.0014250739503862	17.0	2	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYLD	ENST00000427738	HARTWIG_WGS_SACA_2023	SACA	3.0	27	oncodrivefml,dndscv	combination	0.2386178290929373	0.9993840551259024	9.0	4	ambiguous	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False		False	False	No driver
CYLD	ENST00000427738	HARTWIG_WGS_STOMACH_2023	STOMACH	5.0	45	oncodrivefml	combination	0.054296552179174	0.2231080020747219	64.0	2	ambiguous	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False		False	True	PASS
CYLD	ENST00000427738	TCGA_WXS_THYM	THYM	3.0	122	oncodrivefml,dndscv,cbase	combination	0.0026391188449216	0.0069279525590967	12.0	2	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	31.0	False	True	PASS
CYP11A1	ENST00000268053	ICGC_WXS_COADREAD_COCA_CN_CASPOINT_2019	COADREAD	3.0	50	dndscv	combination	0.0230580943580407		50.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP11A1	ENST00000268053	ICGC_WGS_PAAD_PACA_AU_2019	PAAD	3.0	131	dndscv,cbase	combination	0.00018996763591		33.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP11B1	ENST00000292427	HARTWIG_WGS_COAD_2023	COAD	9.0	125	dndscv	combination	0.0605986401334071		131.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP11B2	ENST00000323110	CBIOP_WXS_HNSC_BROAD	HNSC	3.0	70	oncodriveclustl	combination	0.1322639086398882		71.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP1A1	ENST00000379727	TCGA_WXS_MGCT	MGCT	2.0	144	oncodrivefml,dndscv,cbase	combination	0.0002980677200596		14.0	1	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	1.0	False	False	No driver
CYP26B1	ENST00000001146	PCAWG_WGS_CNS_OLIGO	LGGNOS	2.0	18	oncodrivefml,dndscv,cbase	cbase	0.000622285884682		6.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP26B1	ENST00000001146	TCGA_WXS_LUAD	LUAD	28.0	560	hotmaps	combination	0.0133077453707702		107.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP2A13	ENST00000330436	CBIOP_WXS_ESCA_BROAD	ESCA	4.0	146	oncodrivefml,cbase	cbase	2.8431532100772707e-05		54.0	3	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2A6	ENST00000301141	OTHER_WGS_PBCA_DE_PIA	PAST	2.0	439	hotmaps	combination	0.004143916093514		60.0	3	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2A6	ENST00000301141	OTHER_WGS_MM_NATLEUK2018	PCM	14.0	933	mutpanning,hotmaps	mutpanning,hotmaps	1.941383731043041e-05		24.0	1	Act	False		False	0.0714285714285714	0.0	True	False	0.0	False	False	False	0.0	False	True	Warning expression
CYP2A7	ENST00000301146	OTHER_WXS_AML_PRY_BEAT_2018	AML	5.0	257	hotmaps	hotmaps	0.0203120636845296		87.0	3	LoF	False		False	0.2	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP2A7	ENST00000301146	ICGC_WXS_COADREAD_COCA_CN_CASPOINT_2019	COADREAD	2.0	50	oncodrivefml,cbase	combination	6.885099028013694e-05		40.0	3	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2B6	ENST00000324071	ICGC_WGS_MEL_MELA_AU_2019	MEL	3.0	75	oncodrivefml	combination	0.0102865708210224		112.0	3	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2B6	ENST00000324071	PCAWG_WGS_PANC_ENDOCRINE	PANET	2.0	81	oncodrivefml,dndscv,cbase	combination	7.836729009489234e-05		16.0	1	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2B6	ENST00000324071	ICGC_WGS_PRAD_PRAD_UK_2019	PRAD	2.0	107	oncodrivefml,cbase	combination	3.753545433668471e-05		46.0	1	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2B6	ENST00000324071	HARTWIG_WGS_SKCM_2023	SKCM	9.0	299	oncodrivefml	combination	0.0452051384766194		116.0	3	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2C18	ENST00000285979	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	3.0	11	oncodrivefml,dndscv,mutpanning	combination	0.0001313960177111		6.0	1	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP2C19	ENST00000371321	TCGA_WXS_UCEC	UCEC	6.0	515	hotmaps	combination	0.1168387274818928		87.0	4	Act	False		False	0.0	0.3333333333333333	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP2C8	ENST00000371270	PCAWG_WGS_SKIN_MELANOMA	MEL	15.0	107	dndscv,mutpanning	combination	0.0010390723430747	0.0001969856168691	16.0	1	Act	True	2.0	True	0.0	0.0	False	False	0.0	False	False	False	0.0	False	True	PASS
CYP2C8	ENST00000371270	HARTWIG_WGS_PLMESO_2023	PLMESO	2.0	42	oncodrivefml,dndscv	combination	0.0003481718652641	0.0038415315225198	5.0	2	Act	True	2.0	False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	True	PASS
CYP2D6	ENST00000645361	ICGC_WXS_ESCA_ESCA_CN_2019	ESCA	3.0	211	oncodriveclustl	combination	0.0106139943623945		47.0	3	Act	False		False	0.0	0.0	False	True	0.0	False	False	False	0.0	False	False	No driver
CYP2E1	ENST00000252945	CBIOP_WXS_HCC_AMC_PRV	HCC	4.0	231	cbase	combination	0.0001403974472608		86.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	2.0	False	False	No driver
CYP2E1	ENST00000252945	ICGC_WXS_HCC_LICA_FR_2019	HCC	3.0	211	oncodrivefml	combination	0.0034537830059197		64.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	2.0	False	False	No driver
CYP4A11	ENST00000310638	ICGC_WGS_LUSC_LUSC_KR_2019	LUSC	6.0	30	oncodriveclustl,dndscv,cbase,mutpanning	oncodriveclustl	0.0070505168440709		6.0	3	Act	False		False	0.1666666666666666	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP4A22	ENST00000371891	TCGA_WXS_COADREAD	COADREAD	6.0	536	hotmaps	hotmaps	0.2241431906474587		45.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP4A22	ENST00000371891	CBIOP_WXS_LUAD_BROAD	LUAD	3.0	159	oncodriveclustl	combination	0.0426827552080495		124.0	3	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP4B1	ENST00000371923	ICGC_WXS_NPC_ORCA_IN_2019	NPC	4.0	106	oncodrivefml,oncodriveclustl,dndscv	oncodriveclustl	0.0014260320851243		11.0	1	LoF	False		False	0.0	0.25	True	False	0.0	False	False	False	1.0	False	False	No driver
CYP4F2	ENST00000221700	ICGC_WXS_AML_LAML_KR_VARSCAN_2019	AML	3.0	67	hotmaps	combination	0.3168786509327622		52.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP4F2	ENST00000221700	ICGC_WXS_BRCA_BRCA_KR_2019	BRCA	3.0	49	oncodriveclustl,smregions,cbase	oncodriveclustl	0.0372238279195653		23.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP4F22	ENST00000269703	CBIOP_WXS_SCLC_CLCGP	SCLC	4.0	29	dndscv	combination	0.0011012165344347		90.0	3	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP4X1	ENST00000371901	CPTAC_WXS_LUSC_2020	LUSC	5.0	108	hotmaps	combination	0.0177631441322341		66.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP4Z1	ENST00000334194	STJUDE_WGS_D_CM_2018	MEL	2.0	7	oncodrivefml,dndscv	combination	0.0091134056015673		13.0	3	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
CYP51A1	ENST00000003100	TCGA_WXS_STAD	STAD	4.0	436	oncodrivefml	oncodrivefml	0.0033379123487994		102.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYP7B1	ENST00000310193	PCAWG_WGS_ESO_ADENOCA	ESCA	8.0	97	dndscv	combination	0.109231461474442		122.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	True	False	0.0	False	False	No driver
CYP7B1	ENST00000310193	PCAWG_WGS_SKIN_MELANOMA	MEL	11.0	107	hotmaps	combination	0.0268689332647933		41.0	1	Act	False		False	0.0	0.0	False	False	1.0	False	True	False	0.0	False	False	No driver
CYP7B1	ENST00000310193	TCGA_WXS_STAD	STAD	15.0	436	oncodriveclustl,dndscv,mutpanning	dndscv,mutpanning	2.107215194761084e-08		22.0	1	Act	False		False	0.0666666666666666	0.0	False	False	0.0	False	True	False	0.0	False	True	Warning artifact
CYRIA	ENST00000381323	HARTWIG_WGS_COADREAD_2023	COADREAD	7.0	528	oncodriveclustl	combination	0.3296662192576287		134.0	4	Act	False		False	0.1428571428571428	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYRIA	ENST00000381323	HARTWIG_WGS_STOMACH_2023	STOMACH	2.0	45	oncodriveclustl	combination	0.0792697685212565		143.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYSLTR1	ENST00000373304	CBIOP_WXS_EGC_TMUCIH_2015	STAD	2.0	78	oncodrivefml,dndscv	combination	0.0067194392352343		26.0	3	LoF	False		False	0.0	0.0	False	True	0.0	False	False	False	0.0	False	False	No driver
CYSLTR2	ENST00000682523	HARTWIG_WGS_CEAD_2023	CEAD	2.0	45	oncodrivefml,cbase	combination	0.0001507135233106	0.0001461604233047	22.0	1	LoF	True	2.0	False	0.0	0.0	False	False	0.0	False	False	False	3.0	False	True	PASS
CYSLTR2	ENST00000682523	TCGA_WXS_UM	UM	3.0	80	oncodrivefml,oncodriveclustl,dndscv,smregions,cbase	oncodrivefml,oncodriveclustl,dndscv	2.3815001676845816e-06	2.328577941736036e-05	6.0	1	Act	True	2.0	True	0.0	0.0	False	False	0.0	False	False	False	3.0	False	True	PASS
CYTH2	ENST00000452733	CBIOP_WGS_STAD_ONCOSG_2018	STAD	4.0	147	smregions	combination	0.0117521436946807		160.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYTIP	ENST00000264192	TCGA_WXS_LUAD	LUAD	7.0	560	oncodriveclustl	combination	0.2204018451803411		67.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
CYTIP	ENST00000264192	CPTAC_WXS_OVT_2020	OVT	3.0	68	dndscv	combination	0.0073686311017133		32.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
CYTL1	ENST00000307746	PCAWG_WGS_BILIARY_ADENOCA	CHOL	2.0	34	oncodrivefml,dndscv	combination	4.714037329290528e-05		19.0	1	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYYR1	ENST00000652641	CPTAC_WXS_CCRCC_2020	CCRCC	2.0	110	oncodrivefml	combination	0.117067349900389		115.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
CYYR1	ENST00000652641	CBIOP_WXS_SKCM_BROAD	MEL	3.0	88	oncodriveclustl	combination	0.2015702820407395		22.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DAAM1	ENST00000360909	CBIOP_WXS_HNSC_BROAD	HNSC	4.0	70	cbase	combination	0.0009483949805865		179.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DAAM1	ENST00000360909	OTHER_WGS_MM_NATLEUK2018	PCM	11.0	933	smregions	smregions	0.4258123542004317		97.0	4	ambiguous	False		False	0.0	0.0	False	False	1.0	False	False	False	0.0	False	False	No driver
DAAM2	ENST00000274867	CBIOP_WXS_BRCA_MBCP_MET_TREAT_2020	BRCA	3.0	33	smregions,cbase	combination	0.0594950766675612		23.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DAAM2	ENST00000274867	HARTWIG_WGS_COADREAD_2023	COADREAD	12.0	528	cbase	cbase	0.0008944530870198		95.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DAAM2	ENST00000274867	HARTWIG_WGS_NETNOS_2023	NETNOS	4.0	23	oncodrivefml,dndscv,smregions,cbase,mutpanning	cbase,mutpanning	1.4312214044983216e-06		5.0	1	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	True	Lack of literature evidence
DAB1	ENST00000371236	TCGA_WXS_BRCA	BRCA	11.0	1009	cbase	cbase	0.0004332969994074		145.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	2.0	False	False	No driver
DAB1	ENST00000371236	CBIOP_WXS_HNSC_BROAD	HNSC	4.0	70	oncodriveclustl	combination	0.1022628129814315		32.0	4	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	2.0	False	False	No driver
DACH1	ENST00000613252	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	3.0	11	cbase	combination	0.0011240330991134		78.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	24.0	False	False	No driver
DACH1	ENST00000613252	ICGC_WGS_CLLSLL_CLLE_ES_2019	CLLSLL	2.0	51	oncodrivefml	combination	0.0014302114131974		51.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	24.0	False	False	No driver
DACH1	ENST00000613252	TCGA_WXS_PLMESO	PLMESO	2.0	82	oncodrivefml	combination	0.0075268204314363		109.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	24.0	False	False	No driver
DACH2	ENST00000373125	TCGA_WXS_ESCA	ESCA	7.0	182	oncodriveclustl	combination	0.0038838724438792		142.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DACT1	ENST00000395153	OTHER_WXS_SCC_NATCOM2018	CSCC	6.0	38	mutpanning	combination	0.0147962168194025		108.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	6.0	False	False	No driver
DACT2	ENST00000366795	ICGC_WGS_ESCA_ESAD_UK_2019	ESCA	6.0	309	cbase	combination	0.088108557426085		149.0	4	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	16.0	False	False	No driver
DACT3	ENST00000391916	CBIOP_WXS_CSCC_UCSF_2018	CSCC	5.0	83	oncodrivefml	combination	0.0131392986951525		130.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DAGLA	ENST00000257215	CBIOP_WXS_MM_BROAD_UNTREAT	PCM	2.0	91	oncodrivefml,cbase	combination	0.0009432978748145		42.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
DAO	ENST00000228476	TCGA_WXS_GBM	GBM	8.0	391	dndscv	combination	3.512109938933881e-05		79.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	1.0	False	False	No driver
DAO	ENST00000228476	TCGA_WXS_MEL	MEL	21.0	466	cbase	cbase	0.0006655348035773		118.0	3	LoF	False		False	0.0	0.0	True	False	0.0	False	False	False	1.0	False	False	No driver
DAP3	ENST00000368336	CBIOP_WXS_ANGS_TREATED_2020	ANGS	3.0	37	oncodriveclustl	oncodriveclustl	0.0501584462382792		64.0	4	ambiguous	False		False	0.0	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DAPK1	ENST00000408954	PCAWG_WGS_CERVIX_SCC	CESC	2.0	18	oncodrivefml,cbase,mutpanning	combination	0.0005473420711313		15.0	3	Act	False		False	0.0	0.0	False	False	0.0	False	False	False	26.0	False	False	No driver
DAPK1	ENST00000408954	HARTWIG_WGS_RCC_2023	RCC	5.0	133	cbase	cbase	0.0484081154148005		154.0	3	LoF	False		False	0.0	0.0	False	False	0.0	False	False	False	26.0	False	False	No driver
DARS2	ENST00000649689	OTHER_WGS_DLBCL_NATCOM_2018	DLBCLNOS	3.0	153	smregions	smregions	0.0117786787392216		103.0	3	Act	False		False	0.3333333333333333	0.0	False	False	0.0	False	False	False	0.0	False	False	No driver
DAW1	ENST00000309931	ICGC_WXS_HCC_LINC_JP_2019	HCC	2.0	213	oncodriveclustl	oncodriveclustl	0.0900763579870829		124.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
DAW1	ENST00000309931	HARTWIG_WGS_NSCLC_2023	NSCLC	4.0	510	smregions	combination	0.3112692812474766		138.0	4	Act	False		False	0.0	0.0	True	False	0.0	False	False	False	0.0	False	False	No driver
DAXX	ENST00000374542	TCGA_WXS_ACC	ACC	3.0	91	oncodrivefml,dndscv	combination	0.0009869847737335	0.0020024648153038	11.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	5.0	False	True	PASS
DAXX	ENST00000374542	HARTWIG_WGS_PANCREAS_2023	PANCREAS	11.0	189	oncodrivefml,dndscv,cbase,mutpanning	oncodrivefml,dndscv,cbase,mutpanning	1.452724637514718e-21	5.077551978236539e-22	5.0	1	LoF	True	1.0	False	0.0	0.0	False	False	0.0	False	False	False	5.0	False	True	PASS
