source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition
Q14493	Q99879	SLBP	H2BC14	True	True	False	True	True	False
Q9UJU2	Q9H161	LEF1	ALX4	True	True	False	True	True	False
P49336	Q15797	CDK8	SMAD1	True	False	True	True	False	True
P35790	P35222	CHKA	CTNNB1	True	False	True	True	False	True
P35790	Q9H6E5	CHKA	TUT1	True	True	False	True	True	False
P30559	O95467	OXTR	GNAS	True	True	False	True	True	False
P41240	Q00987	CSK	MDM2	True	True	False	True	True	False
P48730	Q15691	CSNK1D	MAPRE1	True	True	False	True	True	False
Q13627	Q13247	DYRK1A	SRSF6	True	True	False	True	True	False
O43781	Q96B36	DYRK3	AKT1S1	True	False	True	True	False	True
P00533	P35637	EGFR	FUS	True	True	False	True	True	False
P00533	P09874	EGFR	PARP1	True	True	False	True	True	False
P40763	Q12778	STAT3	FOXO1	True	True	False	False	False	False
Q12778	P40763	FOXO1	STAT3	True	False	True	True	False	True
P25098	Q13371	GRK2	PDCL	True	False	True	True	False	True
P25098	Q14940	GRK2	SLC9A5	True	False	True	True	False	True
Q9Y2A9	Q9NZQ7	B3GNT3	CD274	True	True	False	True	True	False
P28482	P10828	MAPK1	THRB	True	True	True	True	False	True
P19525	Q9UQ80	EIF2AK2	PA2G4	True	True	False	True	True	False
P29323	O43795	EPHB2	MYO1B	True	True	False	True	True	False
P54760	P29474	EPHB4	NOS3	True	True	False	True	True	False
Q8IXL6	Q13586	FAM20C	STIM1	True	True	False	True	True	False
P11362	O15530	FGFR1	PDPK1	True	True	False	True	True	False
P11362	P18669	FGFR1	PGAM1	True	True	False	True	True	False
P22607	O43318	FGFR3	MAP3K7	True	True	False	True	True	False
Q9NTX7	Q9Y2T1	RNF146	AXIN2	True	False	True	True	False	True
P42345	Q9H063	MTOR	MAF1	True	False	True	True	False	True
P49840	O60936	GSK3A	NOL3	True	False	True	True	False	True
P49841	P49716	GSK3B	CEBPD	True	False	True	True	False	True
P26358	P49841	DNMT1	GSK3B	True	False	False	False	False	False
P49841	P26358	GSK3B	DNMT1	True	False	True	False	False	False
P49841	Q14653	GSK3B	IRF3	True	True	False	True	True	False
P35568	P49841	IRS1	GSK3B	True	False	False	False	False	False
P30559	P84996	OXTR	GNAS	True	True	False	True	True	False
P49841	P35568	GSK3B	IRS1	True	False	True	True	False	True
P49841	O00159	GSK3B	MYO1C	True	True	False	True	True	False
P49841	O95644	GSK3B	NFATC1	True	False	True	True	False	True
P49841	Q00653	GSK3B	NFKB2	True	False	True	True	False	True
Q00653	P49841	NFKB2	GSK3B	True	False	False	False	False	False
P06493	P17096	CDK1	HMGA1	True	False	True	True	False	True
Q2T9J0	P22307	TYSND1	SCP2	True	True	False	True	True	False
Q16828	Q12778	DUSP6	FOXO1	True	True	False	True	True	False
P0C2W1	P37275	FBXO45	ZEB1	True	False	True	True	False	True
Q99728	P03372	BARD1	ESR1	True	False	True	True	False	True
P49841	O95997	GSK3B	PTTG1	True	False	True	True	False	True
Q86Z02	P10242	HIPK1	MYB	True	False	True	True	False	True
Q9H2X6	P06276	HIPK2	BCHE	True	False	True	True	False	True
Q9H2X6	Q92793	HIPK2	CREBBP	True	True	False	True	True	False
Q9H2X6	Q06413	HIPK2	MEF2C	True	False	True	True	False	True
Q9H2X6	P15923	HIPK2	TCF3	True	False	True	True	False	True
P49841	Q8IZQ8	GSK3B	MYOCD	True	False	True	True	False	True
O14920	P08151	IKBKB	GLI1	True	True	False	True	True	False
P12931	P17813	SRC	ENG	True	False	True	True	False	True
Q14164	Q12933	IKBKE	TRAF2	True	True	False	True	True	False
P35462	P19086	DRD3	GNAZ	True	True	False	True	True	False
P00734	Q07954	F2	LRP1	True	True	False	True	True	False
Q86UX7	Q8WUP2	FERMT3	FBLIM1	True	True	False	True	True	False
O60674	Q06187	JAK2	BTK	True	True	False	True	True	False
Q06187	O60674	BTK	JAK2	True	False	False	False	False	False
O60674	P04626	JAK2	ERBB2	True	True	False	True	True	False
P04626	O60674	ERBB2	JAK2	True	True	False	False	False	False
O95835	Q16635	LATS1	TAFAZZIN	True	False	True	True	False	True
P06239	P40763	LCK	STAT3	True	True	False	True	True	False
Q5S007	P15311	LRRK2	EZR	True	True	False	True	True	False
Q5S007	P35241	LRRK2	RDX	True	True	False	True	True	False
P07948	P24941	LYN	CDK2	True	False	True	True	False	True
P24941	P07948	CDK2	LYN	True	False	False	False	False	False
Q14164	COMPLEX:Q04206_Q04864	IKBKE	REL_RELA	True	True	False	True	True	False
P00533	P07948	EGFR	LYN	True	True	False	True	True	False
P07948	P00533	LYN	EGFR	True	True	False	True	True	False
P06239	P16284	LCK	PECAM1	True	True	False	True	True	False
P29466	Q96EP0	CASP1	RNF31	True	False	True	True	False	True
Q96EP0	P29466	RNF31	CASP1	True	True	False	True	True	False
P48730	O14641	CSNK1D	DVL2	True	True	False	True	True	False
COMPLEX:P27986_P42336	P42338	PIK3CA_PIK3R1	PIK3CB	True	True	False	True	True	False
Q14565	Q8IZU3	DMC1	SYCP3	True	True	False	True	True	False
P07948	Q13568	LYN	IRF5	True	False	True	True	False	True
O75665	Q13099	OFD1	IFT88	True	True	False	True	True	False
Q02750	Q00613	MAP2K1	HSF1	True	True	False	True	True	False
COMPLEX:P62877_P63208_Q13618	P24864	CUL3_RBX1_SKP1	CCNE1	True	False	True	True	False	True
P68400	P35579	CSNK2A1	MYH9	True	True	False	True	True	False
Q96J02	P21580	ITCH	TNFAIP3	True	True	False	True	True	False
P30559	P63092	OXTR	GNAS	True	True	False	True	True	False
P30559	Q5JWF2	OXTR	GNAS	True	True	False	True	True	False
O75460	Q99683	ERN1	MAP3K5	True	False	False	False	False	False
Q99683	O75460	MAP3K5	ERN1	True	True	False	False	False	False
Q13164	P43354	MAPK7	NR4A2	True	True	False	True	True	False
COMPLEX:O15553_P29466_Q9ULZ3	COMPLEX:P29466	CASP1_MEFV_PYCARD	CASP1	True	True	False	True	True	False
O75487	P41221	GPC4	WNT5A	True	True	False	True	True	False
P04628	O60353	WNT1	FZD6	True	True	False	True	True	False
P28482	P08047	MAPK1	SP1	True	True	False	True	True	False
Q9Y613	P60709	FHOD1	ACTB	True	True	False	True	True	False
P05771	P68104	PRKCB	EEF1A1	True	True	False	True	True	False
Q5S007	P46459	LRRK2	NSF	True	True	False	True	True	False
P24941	P29374	CDK2	ARID4A	True	False	True	True	False	True
Q9H0K1	Q53ET0	SIK2	CRTC2	True	False	True	True	False	True
Q13164	P51812	MAPK7	RPS6KA3	True	True	False	True	True	False
COMPLEX:O00762_P0CG47	Q6PJI9	UBB_UBE2C	WDR59	True	True	False	True	True	False
P45983	O43602	MAPK8	DCX	True	True	False	True	True	False
P45983	Q01094	MAPK8	E2F1	True	False	True	True	False	True
P45983	O15350	MAPK8	TP73	True	True	False	True	True	False
P45984	P55957	MAPK9	BID	True	True	False	True	True	False
P45984	P12931	MAPK9	SRC	True	True	False	True	True	False
O75843	P46934	AP1G2	NEDD4	True	True	False	True	True	False
P46934	O75843	NEDD4	AP1G2	True	True	False	True	True	False
Q13191	P42226	CBLB	STAT6	True	False	True	True	False	True
Q8IWT3	O15392	CUL9	BIRC5	True	False	True	True	False	True
Q9Y5I2	Q9Y5H4	PCDHA10	PCDHGA1	True	True	False	True	True	False
P54829	Q7L9L4	PTPN5	MOB1B	True	True	False	True	True	False
P51812	P05783	RPS6KA3	KRT18	True	False	False	False	False	False
Q9ULT6	Q9H461	ZNRF3	FZD8	True	False	True	True	False	True
O95835	O14974	LATS1	PPP1R12A	True	True	False	True	True	False
Q16552	COMPLEX:Q8NAC3_Q96F46	IL17A	IL17RA_IL17RC	True	True	False	True	True	False
P41968	P38405	MC3R	GNAL	True	True	False	True	True	False
P27448	P30305	MARK3	CDC25B	True	True	True	True	True	True
P15172	COMPLEX:O14497_O96019_P51532_Q12824_Q68CP9_Q8NFD5_Q8TAQ2_Q92922_Q969G3_Q96GM5	MYOD1	ACTL6A_ARID1A_ARID1B_ARID2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1	True	True	False	True	True	False
COMPLEX:P62987_Q9Y385	Q6PJI9	UBA52_UBE2J1	WDR59	True	True	False	True	True	False
Q16816	P10636	PHKG1	MAPT	True	False	True	True	False	True
O00743	Q8N884	PPP6C	CGAS	True	False	True	True	False	True
Q92914	Q15858	FGF11	SCN9A	True	False	True	True	False	True
P27348	P30307	YWHAQ	CDC25C	True	False	True	True	False	True
Q96J02	Q9NZQ7	ITCH	CD274	True	False	True	True	False	True
P68400	P30305	CSNK2A1	CDC25B	True	True	False	True	True	False
P27448	Q8IVT5	MARK3	KSR1	True	False	True	True	False	True
P28482	Q15746	MAPK1	MYLK	True	True	False	True	True	False
P28482	P67809	MAPK1	YBX1	True	True	False	True	True	False
Q6P0Q8	P48764	MAST2	SLC9A3	True	True	True	True	False	True
Q14680	Q05397	MELK	PTK2	True	True	False	True	True	False
P42345	P30622	MTOR	CLIP1	True	True	False	True	True	False
Q86YJ5	P05362	MARCHF9	ICAM1	True	False	True	True	False	True
COMPLEX:A0A1B0GUS4_P62987	Q6PJI9	UBA52_UBE2L5	WDR59	True	True	False	True	True	False
Q15746	P10916	MYLK	MYL2	True	True	False	True	True	False
P51955	Q15021	NEK2	NCAPD2	True	False	True	True	False	True
P51955	Q9UMX1	NEK2	SUFU	True	True	False	True	True	False
O94844	COMPLEX:P62877_P63208_Q13618	RHOBTB1	CUL3_RBX1_SKP1	True	True	False	True	True	False
P16298	Q92934	PPP3CB	BAD	True	True	False	True	True	False
P26651	COMPLEX:O60573_Q6Y7W6	ZFP36	EIF4E2_GIGYF2	True	True	False	True	True	False
Q9H2X6	O15297	HIPK2	PPM1D	True	False	True	True	False	True
Q969H0	Q9UHV7	FBXW7	MED13	True	False	True	True	False	True
Q8TDX7	Q9HC35	NEK7	EML4	True	True	True	True	True	True
P16066	P52961	NPR1	ART1	True	False	True	True	False	True
P04629	P35222	NTRK1	CTNNB1	True	True	False	True	True	False
Q16620	P19174	NTRK2	PLCG1	True	True	False	True	True	False
Q13153	Q12778	PAK1	FOXO1	True	False	True	True	False	True
Q13153	Q7L099	PAK1	RUFY3	True	True	False	True	True	False
Q13153	Q13586	PAK1	STIM1	True	True	False	True	True	False
COMPLEX:O60941_P11532_P24043_P29475_P56539_Q13326_Q13424_Q13425_Q13884_Q14118_Q16585_Q16586_Q92629_Q9NSN8_Q9NY99_Q9Y4J8	Q9ULB1	CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2	NRXN1	True	True	False	True	True	False
Q8NG68	Q9BQE3	TTL	TUBA1C	True	False	True	True	False	True
COMPLEX:O60941_P11532_P24043_P29475_P56539_Q13326_Q13424_Q13425_Q13884_Q14118_Q16585_Q16586_Q92629_Q9NSN8_Q9NY99_Q9Y4J8	P58400	CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2	NRXN1	True	True	False	True	True	False
COMPLEX:P01024_P06681_P0C0L4_P0C0L5	P01031	C2_C3_C4A_C4B_2	C5	True	True	False	True	True	False
O96013	Q92974	PAK4	ARHGEF2	True	False	True	True	False	True
O00141	P08047	SGK1	SP1	True	True	False	True	True	False
P31751	Q15118	AKT2	PDK1	True	True	False	False	False	False
Q15118	P31751	PDK1	AKT2	True	True	False	True	True	False
COMPLEX:P0CG48_Q9Y385	Q6PJI9	UBC_UBE2J1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P49459	Q6PJI9	UBC_UBE2A	WDR59	True	True	False	True	True	False
P11309	P01106	PIM1	MYC	True	True	False	True	True	False
P53350	Q8NFH5	PLK1	NUP35	True	False	True	True	False	True
P53350	Q99708	PLK1	RBBP8	True	True	False	True	True	False
Q14416	O95467	GRM2	GNAS	True	True	False	True	True	False
Q14416	P84996	GRM2	GNAS	True	True	False	True	True	False
Q14416	P63092	GRM2	GNAS	True	True	False	True	True	False
Q14416	Q5JWF2	GRM2	GNAS	True	True	False	True	True	False
Q7Z6I6	P61586	ARHGAP30	RHOA	True	False	True	True	False	True
Q13618	Q03933	CUL3	HSF2	True	False	True	True	False	True
Q9NRC8	Q16695	SIRT7	H3-4	True	True	False	True	True	False
P53350	P67809	PLK1	YBX1	True	True	False	True	True	False
P35555	P01137	FBN1	TGFB1	True	True	False	True	True	False
P17252	Q99623	PRKCA	PHB2	True	False	True	True	False	True
P17252	P18031	PRKCA	PTPN1	True	True	False	True	True	False
Q05655	Q6NXT1	PRKCD	ANKRD54	True	True	False	True	True	False
Q05655	P78357	PRKCD	CNTNAP1	True	False	True	True	False	True
Q05655	O95466	PRKCD	FMNL1	True	True	False	True	True	False
P68400	Q6ZMG9	CSNK2A1	CERS6	True	True	False	True	True	False
COMPLEX:P0CG47_P60604	Q6PJI9	UBB_UBE2G2	WDR59	True	True	False	True	True	False
COMPLEX:P62253_P62987	Q6PJI9	UBA52_UBE2G1	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q13404	Q6PJI9	UBA52_UBE2V1	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q16763	Q6PJI9	UBA52_UBE2S	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P62256	Q6PJI9	UBB_UBE2H	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q13404	Q6PJI9	UBC_UBE2V1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q96B02	Q6PJI9	UBC_UBE2W	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q5VVX9	Q6PJI9	UBB_UBE2U	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q9NPD8	Q6PJI9	UBA52_UBE2T	WDR59	True	True	False	True	True	False
COMPLEX:P62979_P63279	Q6PJI9	RPS27A_UBE2I	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P51668	Q6PJI9	UBC_UBE2D1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q7Z7E8	Q6PJI9	UBB_UBE2Q1	WDR59	True	True	False	True	True	False
COMPLEX:P62253_P62979	Q6PJI9	RPS27A_UBE2G1	WDR59	True	True	False	True	True	False
COMPLEX:P62837_P62979	Q6PJI9	RPS27A_UBE2D2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P63146	Q6PJI9	UBC_UBE2B	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q96LR5	Q6PJI9	UBB_UBE2E2	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q9H832	Q6PJI9	UBA52_UBE2Z	WDR59	True	True	False	True	True	False
COMPLEX:P62979_P68036	Q6PJI9	RPS27A_UBE2L3	WDR59	True	True	False	True	True	False
COMPLEX:P62987_P63146	Q6PJI9	UBA52_UBE2B	WDR59	True	True	False	True	True	False
COMPLEX:O14933_P0CG47	Q6PJI9	UBB_UBE2L6	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P62256	Q6PJI9	UBC_UBE2H	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q8N2K1	Q6PJI9	UBB_UBE2J2	WDR59	True	True	False	True	True	False
COMPLEX:O14933_P62979	Q6PJI9	RPS27A_UBE2L6	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q9Y2X8	Q6PJI9	UBB_UBE2D4	WDR59	True	True	False	True	True	False
COMPLEX:P61086_P62979	Q6PJI9	RPS27A_UBE2K	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P61077	Q6PJI9	UBB_UBE2D3	WDR59	True	True	False	True	True	False
COMPLEX:P61088_P62979	Q6PJI9	RPS27A_UBE2N	WDR59	True	True	False	True	True	False
COMPLEX:P51965_P62987	Q6PJI9	UBA52_UBE2E1	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q13404	Q6PJI9	RPS27A_UBE2V1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q9H832	Q6PJI9	UBC_UBE2Z	WDR59	True	True	False	True	True	False
COMPLEX:P62256_P62979	Q6PJI9	RPS27A_UBE2H	WDR59	True	True	False	True	True	False
COMPLEX:A0A1B0GUS4_P62979	Q6PJI9	RPS27A_UBE2L5	WDR59	True	True	False	True	True	False
COMPLEX:P61088_P62987	Q6PJI9	UBA52_UBE2N	WDR59	True	True	False	True	True	False
COMPLEX:P61077_P62979	Q6PJI9	RPS27A_UBE2D3	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q712K3	Q6PJI9	RPS27A_UBE2R2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q96LR5	Q6PJI9	UBC_UBE2E2	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q96B02	Q6PJI9	UBA52_UBE2W	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P68036	Q6PJI9	UBC_UBE2L3	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P62837	Q6PJI9	UBB_UBE2D2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P61081	Q6PJI9	UBB_UBE2M	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q15819	Q6PJI9	RPS27A_UBE2V2	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q5JXB2	Q6PJI9	RPS27A_UBE2NL	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q9NR09	Q6PJI9	BIRC6_UBB	WDR59	True	True	False	True	True	False
COMPLEX:O14933_P0CG48	Q6PJI9	UBC_UBE2L6	WDR59	True	True	False	True	True	False
COMPLEX:P60604_P62979	Q6PJI9	RPS27A_UBE2G2	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q7Z7E8	Q6PJI9	UBA52_UBE2Q1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P61081	Q6PJI9	UBC_UBE2M	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q9Y385	Q6PJI9	RPS27A_UBE2J1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P51965	Q6PJI9	UBC_UBE2E1	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q96LR5	Q6PJI9	UBA52_UBE2E2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q8WVN8	Q6PJI9	UBC_UBE2Q2	WDR59	True	True	False	True	True	False
COMPLEX:P51668_P62979	Q6PJI9	RPS27A_UBE2D1	WDR59	True	True	False	True	True	False
COMPLEX:P60604_P62987	Q6PJI9	UBA52_UBE2G2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P61086	Q6PJI9	UBC_UBE2K	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q5JXB2	Q6PJI9	UBA52_UBE2NL	WDR59	True	True	False	True	True	False
COMPLEX:P51965_P62979	Q6PJI9	RPS27A_UBE2E1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q9Y385	Q6PJI9	UBB_UBE2J1	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q969T4	Q6PJI9	UBA52_UBE2E3	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P61086	Q6PJI9	UBB_UBE2K	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q15819	Q6PJI9	UBC_UBE2V2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q96B02	Q6PJI9	UBB_UBE2W	WDR59	True	True	False	True	True	False
COMPLEX:A0A1B0GUS4_P0CG48	Q6PJI9	UBC_UBE2L5	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q712K3	Q6PJI9	UBA52_UBE2R2	WDR59	True	True	False	True	True	False
COMPLEX:P61086_P62987	Q6PJI9	UBA52_UBE2K	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P61088	Q6PJI9	UBB_UBE2N	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q15819	Q6PJI9	UBB_UBE2V2	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q8WVN8	Q6PJI9	UBA52_UBE2Q2	WDR59	True	True	False	True	True	False
COMPLEX:O00762_P62987	Q6PJI9	UBA52_UBE2C	WDR59	True	True	False	True	True	False
COMPLEX:P49459_P62979	Q6PJI9	RPS27A_UBE2A	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P62253	Q6PJI9	UBC_UBE2G1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q9H832	Q6PJI9	UBB_UBE2Z	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q8N2K1	Q6PJI9	UBC_UBE2J2	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q969T4	Q6PJI9	RPS27A_UBE2E3	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q712K3	Q6PJI9	UBC_UBE2R2	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q9H832	Q6PJI9	RPS27A_UBE2Z	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q9NPD8	Q6PJI9	UBC_UBE2T	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P51965	Q6PJI9	UBB_UBE2E1	WDR59	True	True	False	True	True	False
COMPLEX:P61081_P62987	Q6PJI9	UBA52_UBE2M	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P51668	Q6PJI9	UBB_UBE2D1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P62837	Q6PJI9	UBC_UBE2D2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P68036	Q6PJI9	UBB_UBE2L3	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q8N2K1	Q6PJI9	RPS27A_UBE2J2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P61088	Q6PJI9	UBC_UBE2N	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q9Y2X8	Q6PJI9	UBA52_UBE2D4	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P60604	Q6PJI9	UBC_UBE2G2	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q96B02	Q6PJI9	RPS27A_UBE2W	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q9NR09	Q6PJI9	BIRC6_UBC	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q96LR5	Q6PJI9	RPS27A_UBE2E2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P49459	Q6PJI9	UBB_UBE2A	WDR59	True	True	False	True	True	False
COMPLEX:O00762_P0CG48	Q6PJI9	UBC_UBE2C	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q969T4	Q6PJI9	UBB_UBE2E3	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q5JXB2	Q6PJI9	UBB_UBE2NL	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q16763	Q6PJI9	RPS27A_UBE2S	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q712K3	Q6PJI9	UBB_UBE2R2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q7Z7E8	Q6PJI9	UBC_UBE2Q1	WDR59	True	True	False	True	True	False
COMPLEX:P49459_P62987	Q6PJI9	UBA52_UBE2A	WDR59	True	True	False	True	True	False
COMPLEX:P62979_P63146	Q6PJI9	RPS27A_UBE2B	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P62253	Q6PJI9	UBB_UBE2G1	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q8WVN8	Q6PJI9	UBB_UBE2Q2	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q8WVN8	Q6PJI9	RPS27A_UBE2Q2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q9NPD8	Q6PJI9	UBB_UBE2T	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P61077	Q6PJI9	UBC_UBE2D3	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q9NR09	Q6PJI9	BIRC6_UBA52	WDR59	True	True	False	True	True	False
COMPLEX:P62256_P62987	Q6PJI9	UBA52_UBE2H	WDR59	True	True	False	True	True	False
COMPLEX:P51668_P62987	Q6PJI9	UBA52_UBE2D1	WDR59	True	True	False	True	True	False
COMPLEX:P62987_P63279	Q6PJI9	UBA52_UBE2I	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q5VVX9	Q6PJI9	UBA52_UBE2U	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q13404	Q6PJI9	UBB_UBE2V1	WDR59	True	True	False	True	True	False
COMPLEX:O00762_P62979	Q6PJI9	RPS27A_UBE2C	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q15819	Q6PJI9	UBA52_UBE2V2	WDR59	True	True	False	True	True	False
COMPLEX:P62987_P68036	Q6PJI9	UBA52_UBE2L3	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q9Y2X8	Q6PJI9	RPS27A_UBE2D4	WDR59	True	True	False	True	True	False
COMPLEX:P61077_P62987	Q6PJI9	UBA52_UBE2D3	WDR59	True	True	False	True	True	False
COMPLEX:P62987_Q8N2K1	Q6PJI9	UBA52_UBE2J2	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q9NPD8	Q6PJI9	RPS27A_UBE2T	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_Q16763	Q6PJI9	UBB_UBE2S	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q5VVX9	Q6PJI9	UBC_UBE2U	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q16763	Q6PJI9	UBC_UBE2S	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P63279	Q6PJI9	UBB_UBE2I	WDR59	True	True	False	True	True	False
COMPLEX:O14933_P62987	Q6PJI9	UBA52_UBE2L6	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_P63279	Q6PJI9	UBC_UBE2I	WDR59	True	True	False	True	True	False
COMPLEX:P62837_P62987	Q6PJI9	UBA52_UBE2D2	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q969T4	Q6PJI9	UBC_UBE2E3	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q7Z7E8	Q6PJI9	RPS27A_UBE2Q1	WDR59	True	True	False	True	True	False
COMPLEX:P61081_P62979	Q6PJI9	RPS27A_UBE2M	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q9Y2X8	Q6PJI9	UBC_UBE2D4	WDR59	True	True	False	True	True	False
COMPLEX:P0CG47_P63146	Q6PJI9	UBB_UBE2B	WDR59	True	True	False	True	True	False
COMPLEX:A0A1B0GUS4_P0CG47	Q6PJI9	UBB_UBE2L5	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q9NR09	Q6PJI9	BIRC6_RPS27A	WDR59	True	True	False	True	True	False
COMPLEX:P0CG48_Q5JXB2	Q6PJI9	UBC_UBE2NL	WDR59	True	True	False	True	True	False
COMPLEX:P62979_Q5VVX9	Q6PJI9	RPS27A_UBE2U	WDR59	True	True	False	True	True	False
O75914	Q99523	PAK3	SORT1	True	False	True	True	False	True
P12931	O75365	SRC	PTP4A3	True	False	True	True	False	True
P41743	P08151	PRKCI	GLI1	True	True	False	True	True	False
Q15139	P61073	PRKD1	CXCR4	True	False	True	True	False	True
Q15139	P63167	PRKD1	DYNLL1	True	False	True	True	False	True
Q15139	Q92481	PRKD1	TFAP2B	True	False	True	True	False	True
Q13976	P26678	PRKG1	PLN	True	True	True	True	True	False
P51817	O43541	PRKX	SMAD6	True	True	False	True	True	False
P41221	Q9NPG1	WNT5A	FZD3	True	True	False	True	True	False
P31749	P55072	AKT1	VCP	True	True	False	True	True	False
Q05397	Q8N1W1	PTK2	ARHGEF28	True	True	False	True	True	False
